threescore,"70세, 60세"
crestfallen,맥빠진
watery,"맥빠진, 묽다, 약한, 흥건하다"
maxwell,맥스웰
neuropterous,맥시류의
maximin,맥시민
maxi,맥시스커트
malt,맥아
wort,"맥아즙, 맥주원료"
alegar,"맥아초, 맥주초"
sphygmomanometer,맥압계
flaccid,맥없는
flaccidity,"맥없음, 연약"
heaviness,"맥없음, 무거움"
venous,맥이있는
beer,"맥주, 맥주같은, 삐루"
beerage,"맥주업계, 양조업자"
beery,맥주의
burton,맥주의일종
pothouse,맥주집
bierkeller,맥주홀
mcluhanism,맥투언이론
naked,맨
hind,맨뒤의
rearmost,맨뒤의
mand,맨드
cockscomb,"맨드라미, 볏"
coxcomb,"맨드라미, 맵시꾼"
barefaced,맨말에
barefoot,"맨발로, 맨발의"
barefooted,맨발의
barehanded,"맨손, 맨손으로"
emty-handed,맨손으로
forefront,"맨앞, 최전방, 최전부"
upfront,"맨앞줄의, 선봉볼"
barefisted,맨주먹의
imprimis,맨처음에
primely,맨처음에
manhattan,맨해턴
manhole,맨홀
malthusianism,맬서스주의
stridulate,맴맴울다
spicy,"맵다, 상스런, 싸한"
chic,맵시
jackadandy,맵시꾼
johnny,맵시꾼
dressy,맵시있게
pungent,맵싸
handmill,"맷돌, 손절구"
onslaught,맹공격
accipiter,맹금
raptorial,맹금
raptor,맹금류
virulent,"맹독, 악성인"
fierceness,"맹렬, 사나움"
rabidity,맹렬
excruciating,맹렬하다
smashing,맹렬하다
drastically,맹렬히
billyoh,"맹모단기, 맹모삼천"
fiercely,"맹모단기, 맹모삼천, 사납게"
typhlology,맹목학
vowing,맹세
attest,"맹세시키다, 선서시키다, 증언하다"
positively,맹세코
germination,"맹아, 발아, 싹틈"
treaty,"맹약, 조약"
covenanter,맹약자
blindfish,맹어
mencius,맹자
mengzi,맹자
cecum,맹장
typhlitis,맹장염
appendicitis,맹장염
caecitis,맹장염
hammering,"맹타, 탕탕치는"
stonk,맹폭격
mug,머그
motherboard,머더보드
meringue,머랭
panelboard,"머름, 배전반, 패널판지"
headed,머리가-인
bicipital,"머리가두개인, 이두근"
noll,머리꼭대기
capitate,머리꽃차례의
headband,머리띠
preface,"머리말, 서문, 추천사, 허두"
prefatorial,머리말의
prefatory,머리말의
bedside,"머리맡, 배겟머리, 배겟머리의, 침대곁"
ducktail,머리모양
hairbrush,머리솔
hairwash,"머리염색액, 세발액"
headhair,머리카락
hair,"머리칼, 머리털, 털, 털모양의것"
barrette,머리핀
hairclip,머리핀
hairpin,"머리핀, 헤어핀"
hairdo,머리형
clownery,"머릿광대짓, 익살"
acronymous,머릿글자의
hairoil,머릿기름
slickum,"머릿기름, 포마드"
circlet,"머릿장식, 장식고리"
falteringly,"머뭇거리며, 비틀거리며"
mercerization,머서법
muscatel,머스커텔
muskmelon,머스크멜론
mercia,머시아
fool,"머저리, 어릿광대, 우롱하다, 철부지"
erelong,머지않아
macartney,머카트니꿩
mercurochrome,머큐로크롬
mercury,"머큐리신, 수성, 수은"
muff,머프
muffler,"머플러, 목도리"
muffin,머핀
blacksnake,먹구렁이
dark,"먹구름, 시꺼멓게, 시꺼멓다, 암흑"
handydandy,먹국
eating,"먹기, 식용의"
eat,"먹다, 잡수다, 잡수시다"
ink,"먹물, 잉크"
demolish,"먹어치우다, 허물다"
edible,먹을수있는
food,"먹이, 식량, 식물, 양식"
hagfish,먹장어
scriber,"먹통, 선침"
swallowed,먹히다
roving,"먼과녁쏘기, 방랑하는, 유랑하다, 조방사"
distant,"먼발치, 아득하다, 아득히, 요요하다"
dustiness,먼지투성이
dusty,"먼지투성이의, 티끌투성이의"
absentmindedly,멀거니
wishywashy,멀건
remotely,"멀게, 미미하게"
craw,"멀떠구니, 모이주머니"
estrange,"멀리하다, 소원하게하다"
refrain,"멀리하다, 반복구, 억누르다, 자제하다"
merlin,"멀린, 쇠황조롱이"
bide,멀물다
travelsick,"멀미의, 멀미한"
hypocritical,"멀쩡하다, 위선의, 위선적인"
stopper,멈추는
run-down,멈춘
detent,멈춤쇠
avast,멈춰
refuse,"멈춰서다, 뿌리치다, 사절하다, 사퇴하다"
stopping,"멈칫, 메우개, 중지"
smartness,멋
doll,"멋내다, 인형, 인형같은미녀, 차려입다"
escapade,멋대로구는짓
liberty,"멋대로함, 자유구역"
clinking,"멋들어지게, 멋들어진"
corking,멋들어진
clipper,"멋들어진것, 바리캉, 준마, 쾌속선"
dandyish,"멋부리는, 멋쟁이의"
adonize,멋부리다
dandified,멋부린
swellish,멋부린
dandyism,"멋부림, 치장"
strutting,"멋부림, 젠체하는"
inelegancy,"멋없음, 몰취미"
icky,"멋이없는, 역겨운"
artistic,"멋있는, 미술의, 미술적인, 예술적"
stylish,"멋있다, 멋쟁이의, 멋진"
tasteful,"멋있다, 풍아한"
dresser,멋쟁이
dandiacal,멋쟁이다운
swelldom,멋쟁이들
dudish,멋쟁이의
inelegant,"멋적은, 무뚝뚝함"
biz,"멋지다!, 잘했다!"
farout,"멋진, 파격적인"
lovely,"멋진, 사랑스럽다, 예쁘다"
beaut,멋진것
beauty,"멋진사람, 미, 미관, 아름다움"
loveliness,"멋짐, 사랑스러움, 아름다움"
pyrotechnics,멋짐
contusion,"멍듦, 타박상"
bruise,"멍멍, 타박상"
blockhead,"멍청이, 아둔패기"
boob,멍청이
dimwit,"멍청이, 얼간이"
dullard,멍청이
lardhead,멍청이
fatwitted,멍청한
hebetude,멍청함
woozy,멍청해진
beanhead,멍텅구리
knothead,멍텅구리
nitwit,멍텅구리
lumpish,멍텅구리의
dazedly,멍하니
gapingly,"멍하니, 어이없이"
air-headed,멍하다
glassyeyed,멍한
megarad,메가래드
megaton,메가론
megabyte,메가바이트
megavolt,메가볼트
mev,메가볼트
megabit,메가비트
megawatt,메가완트
megacurie,메가퀴리
megatrend,메가트렌드
megaphone,"메가폰, 확성기"
catfish,메기
splaymouth,메기입
megilp,메길프
bindweed,메꽃
convolvulus,메꽃
menelaus,메넬라오스
menu,"메뉴, 식단"
medallic,메달의
methamphetamine,메담페타민
meaea,메데아
medea,메디아
medici,메디치가
grasshopper,"메뚜기, 촹충"
orthoptera,"메뚜기목, 직시류"
orthopteran,메뚜기목의
merengue,메렝게
mercator,메르카토르
mercaptan,메르캅탄
merluza,메를루사
merino,"메리노나사, 메리노양"
maxon,메리랜드주와펜실바니아의주경계선
dixonline,메리랜드주와펜실바니아의주경계선
stockinet,메리야스
delaine,"메린스, 모슬린"
parched,"메마르다, 목마른"
infertile,메마른
impoverished,메마른
memo,"메모, 비망록"
tablet,"메모장, 서판, 정제, 타블렛"
jotter,메모지
datebook,"메모책, 예정장"
buckwheat,"메밀, 메밀가루"
methodistic,메서디스트파의
scalpel,메스
disgusting,"메스꺼운, 역겨운, 역겹다"
qualmish,메스꺼운
revolting,"메스꺼운, 반란하는"
qualm,메스꺼움
retch,"메스꺼움, 욕지기나다"
queasily,"메스껍게, 욕지기나게"
mescaline,메스칼린
mestizo,메스티소
messiah,메시아
message,"메시지, 전언"
messenging,메시징
echo,"메아리, 메아리치다, 모방하다, 반향하다"
resoundingly,메아리쳐서
resounding,"메아리치는, 울려퍼지는"
infilling,메우기
padding,"메움, 채워넣기, 채워넣는것, 충전물"
mayday,메이데이
maser,메이저
mezuzah,메이즈자
za,메이즈자
makeup,"메이크업, 조립, 화장"
maeterlinck,메이터링크
choked,"메인, 숨막히는, 진저리난"
mainsheet,메인시트
mail,"메일, 우편, 우편낭"
mailgram,메일그램
mesocyclone,메조사이클론
mezzosoprano,메조소프라노
bobwhite,메추라기의일종
meaca,"메카, 발상지"
mackenzie,메켄지강
mekong,메콩강
methadone,메타돈
metasequoia,메타세쿼이어
methaqualone,메타콸론
metafiction,메타픽션
methane,메탄
methanol,"메탄올, 메틸알코올"
metheglin,"메테글린, 벌꿀술"
methedrine,메테드린
methotrexate,메토트렉사트
merope,메토프
methoxyflurane,메톡시플루란
metrazol,메트라졸
metronomic,메트로놈의
metronidazole,메트로니다졸
metroliner,메트로라이너
metenkephalin,메트엔케팔린
methicillin,메티실린
metier,메티에
methyl,메틸
methyldopa,메틸도파
methylene,메틸렌
methylic,메틸의
meperidine,메페리딘
mephistopheles,"메피스토펠레스, 유혹자"
mexico,멕시코
spik,멕시코인
mendelevium,멘델레븀
mendelian,멘델의
menshevik,멘셰비키
menses,"멘스, 월경"
menthol,"멘톨, 박하뇌"
menthene,멘틴
menhir,"멘히르, 선돌"
melanesia,멜라네시아
melanesian,멜라네시아의
melanin,"멜라닌, 흑색소"
melanize,"멜라닌화하다, 흑화하다"
melamine,멜라민
melodrama,"멜로드라마, 통속극"
hammy,"멜로드라마식의, 햄같은"
melodeon,멜로디온
melodica,멜로디카
mellotron,멜로트론
melon,"멜론, 참외, 참외류"
melinite,멜리나이트
melittin,멜리틴
melilite,"멜릴라이트, 황장석"
melbourne,멜버른
suspenders,멜빵
melopomene,멜포메네
memnon,멤논
tussah,멧누에
boar,"멧돼지, 수퇘지"
ortolan,멧세류
mengovirus,멩고바이러스
daughter-in-law,"며느리, 자부"
calcar,며느리발톱
spur,"며느리발톱, 아이젠"
idemportent,"멱등원, 입급멱등의"
cotton,"면, 면사, 면사의, 면의"
interviewer,"면담자, 탐방기자, 회견자"
razor,"면도기, 면도칼"
razoredge,면도날
shiv,면도날
endlessness,면면
continuity,"면면, 연락말, 연속, 연속성"
imago,"면모, 성충"
linseywoolsey,면모교직물
ignominious,면목없는
inglorious,"면목없는, 이름도없는, 창피한"
ignominy,"면목없음, 추행"
narrowness,"면밀, 세밀, 편협, 협량"
scrupulosity,면밀성
elaborate,"면밀하게, 면밀한, 힘들인"
elaborately,"면밀하게, 정성들여"
indepth,면밀한
closely,"면밀히, 물끄러미, 밀접하게, 빽빽이"
pagination,면수
acquaintance,"면식, 숙지"
recognition,"면식, 승인, 알아봄, 알아줌"
cottonocracy,"면업왕국, 면업자"
immunization,"면역, 면역조치, 예방주사"
immunosuppressive,"면역, 면역억제약, 억제의"
immunodeficiency,면역결여
immunocompetence,면역능력
immunoprotein,면역단백질
immunoreactive,면역반응성의
immunity,"면역성, 면역질"
immunocyte,면역세포
immunocytochemistry,면역세포화학
immunize,면역시키다
immunosuppression,면역억제
immunotherapy,면역요법
immunogen,면역원
immune,"면역자, 면제된, 면한"
immunology,면역학
immunochemistry,면역화학
immunochemist,면역화학자
areal,면적의
superficial,"면적의, 얕다, 천박한, 피상적인"
presence,"면전, 임장감, 있음, 출석"
acquittance,면제
exemption,면제
exempt,"면제된, 면제자, 면제하다"
forgiver,면제자
acquit,"면제하다, 방면하다, 석방번, 영주증"
absolution,면죄
pardon,"면죄, 면죄부, 사면, 사면하다"
neckverse,면죄시
demission,"면직, 사직"
indemnification,"면책, 배상금, 보상물"
indemnity,"면책, 배상, 배상금, 변상"
compurgation,면책선서
compurgator,면책선서자
privileged,면책특권의
ineluctable,면치못할
faceplate,면판
byssinosis,면폐증
riddance,"면함, 벗어남"
permit,"면허, 면허장, 요납하다, 허용하다"
unlicensed,"면허없는, 방종한"
charter,"면허장, 면허하다, 선언서, 전세내다"
diploma,면허장
certificate,면허장
approbate,"면허하다, 시인하다, 인가하다, 찬동하다"
guncotton,면화약
nitrocotton,면화약
pyroxylin,면화약
sterilant,"멸균기, 멸균제, 살균제, 소독약"
sterilizer,멸균자
destruction,"멸망, 파괴, 파괴하다"
downfall,"멸망, 몰락, 호우"
perdition,"멸망, 전멸, 파멸"
devour,"멸망시키다, 탐독하다"
fordo,"멸망시키다, 지치게하다"
perish,멸망하다
ruined,"멸망한, 몰락한, 파멸한"
attenuator,멸쇄기
anchovy,"멸치, 안초비"
destroy,"멸하다, 헐다"
mot,명구
songbird,"명금, 여자가수"
oscine,명금류
bird,"명금류, 새"
photophase,명기
centaur,"명기수, 켄타우루스"
treasure,"명기하다, 보물, 보배, 비장하다"
evacuation,"명도, 배설, 비움, 철수"
evacuate,"명도하다, 철병하다, 철퇴하다, 퇴거시키다"
liveliness,"명랑, 선명"
mirth,"명랑, 유쾌, 환락"
merrily,"명랑하게, 즐겁게, 흥겹게"
cheery,"명랑한, 원기있는"
sunshiny,명랑한
cheeriness,명랑함
imperatival,명령법의
directive,"명령어, 지도적인"
mandatory,명령의
bidder,"명령자, 입찰자, 입후보자, 초대자"
authoritative,명령적인
dictate,"명령하다, 받아쓰게하다"
prescribe,"명령하다, 처방하다"
transparency,"명료, 명백, 슬라이드"
pronunciation,"명료도, 발음"
fame,"명리, 명성, 유명"
riches,"명리, 부, 재물"
notable,"명망가, 살림잘하는, 저명하다"
flashlight,"명멸광, 섬광등, 플래시, 회전등"
appellation,"명명, 호칭"
baptism,"명명, 세례, 영세, 침례"
christening,"명명, 세례"
naming,명명
glossology,"명명법, 술어학"
nomenclature,"명명법, 술어, 학명"
nomenclator,"명명자, 명칭일람, 용어집"
namer,"명명자, 지명자"
baptize,명명하다
denominate,명명하다
designate,"명명하다, 임명하다, 지명하다"
title,"명목, 명의, 명칭, 책이름"
nominalism,명목론
nominalist,"명목론자, 유명론자"
nominalistic,명목론적인
stylist,"명문가, 문장가, 의장가"
chrestomathy,명문집
delectus,명문초
stipulation,"명문화, 약정, 조건"
stipulating,명문화
acumen,"명민, 혜안"
clear-eyed,명민한
discerning,명민한
perspicacious,명민한
agility,"명민함, 민첩"
alum,명반
fenestra,"명반, 천공"
alunite,명반석
aluminous,명반의
tangibility,명백
incontestably,명백시
concededly,명백하게
evident,"명백한, 뻔하다"
glaring,"명백한, 시다, 흘겨보는"
incontrovertible,명백한
unambiguous,명백한
unequivocal,명백한
obviosity,"명백함, 뻔함"
apparently,명백히
confessedly,명백히
evidently,"명백히, 보매"
expressly,명백히
infernal,"명부의, 비인간적인, 악독한, 지옥의"
celeb,명사
celebrity,명사
luminary,명사
respectability,"명사들, 점잖은분, 체면, 체통"
terminism,명사론
deadeye,명사수
marksman,"명사수, 저격병"
rifleshot,"명사수, 소총사수, 소총탄"
sharpshooter,"명사수, 저격병"
meditation,"명상, 명상록, 묵상"
meditative,명상적인
contemplate,"명상하다, 묵상하다, 심사숙고하다, 응시하다"
cardboard,"명색뿐인, 보드지, 판지, 판지의"
kudos,"명성, 영예"
renowned,명성있는
spec,명세
lion,"명소, 사자, 아이온"
showplace,"명소, 명승지"
specifically,"명수, 본질적으로"
designation,"명시, 임명, 지정"
manifestation,"명시, 발휘, 표명, 표현"
showing,"명시, 모양새, 외관, 전람"
evincive,"명시적인, 증명하는"
goosefoot,명아주
lambsquarters,명아주류
witticism,명언
decree,"명영, 법령, 포고하다"
honorable,명예로운
honored,명예로운
honorably,명예롭게
brevet,명예진급
injury,"명예훼손, 무례, 무욕, 부상"
pluto,명왕성
masterful,명인다운
inebriation,"명정, 음주벽"
inebriety,"명정, 취함"
campanology,"명종술, 주종사, 주종술"
carton,"명중탄, 판지"
nameplate,"명찰, 명패"
scutcheon,"명찰, 이름표, 표찰"
appellative,"명칭, 보통명사"
luculent,명쾌하다
holesm,명탐정
assign,"명하다, 배당하다, 지정하다, 할당하다"
blithe,명항한
definiteness,명확
definitude,"명확성, 정확성"
few,"몇, 소수"
somethingth,몇째인가의
angulate,모가난
matrilineage,"모계, 모계도"
matriliny,모계제
japonica,모과나무
biretta,모관
motherland,"모국, 조국"
matriarchy,"모권사회, 모권제, 여가장제, 여족장제"
mosquito,모기
daddylonglers,"모기아재비, 소경머리"
smudge,"모깃불, 얼룩, 오점"
monaco,모나코
angularity,"모남, 모짐"
monensin,모넨신
monaural,모노랄의
monobuoy,모노부이
monocoque,모노코크
monotype,모노타이프
cutaway,모닝코트
bonfire,"모닥불, 화롯불"
blasphemy,"모독, 불경"
profanity,"모독, 불경"
sacrilege,"모독, 불경"
profane,"모독의, 불경하다, 사교의, 세속적인"
blasphemer,모독자
blasphemous,"모독적인, 불경스러운"
profanatory,모독적인
unhallow,모독하다
module,모듈
mode,"모드, 선법, 양식"
moratorium,모라토리엄
broccoli,모란채
